text,diagnose,ICD,token_text,length
舌系带修整术,舌系带整形术,25.9101,舌系带 修整 术,3
肝部分切除术,部分肝切除术,50.2200,肝 部分 切除术,3
右乳区段切除术,乳房病损局部切除术,85.2100,右乳 区段 切除术,3
游离皮片移植术,游离皮肤移植,86.6000,游离 皮片 移植术,3
右眼球摘除术,眼球摘除术,16.4900x001,右 眼球 摘除术,3
左侧甲状腺切除术,单侧甲状腺叶切除术,06.2x00,左侧 甲状腺 切除术,3
双声带息肉切除术,声带病损切除术,30.0901,双声带 息肉 切除术,3
多发脑膜瘤切除术,脑膜病损切除术,01.5106,多发 脑膜瘤 切除术,3
阴茎全部切除术,阴茎全部切除术,64.3x02,阴茎 全部 切除术,3
左膝关节旷置术,膝关节切开假体去除关节旷置术,80.0601,左 膝关节 旷置术,3
切开取内固定术,骨置入装置去除,78.6000,切开 取内 固定术,3
切口疝修补术,切口疝修补术,53.5100,切口 疝 修补术,3
甲状旁腺肿瘤切除术,甲状旁腺病损切除术,06.8903,甲状旁腺 肿瘤 切除术,3
侧脑室外引流术,颅外脑室分流术,02.3,侧脑室 外 引流术,3
输尿管成型术,输尿管成形术,56.8901,输尿管 成型 术,3
胆道镜取石术,胆道镜下胆管取石术,51.8801,胆道 镜取 石术,3
膀胱切开取石,膀胱切开取石术,57.1902,膀胱 切开 取石,3
胸壁结节切除术,胸壁病损切除术,34.4x01,胸壁 结节 切除术,3
IABP置入术,主动脉球囊反搏置入术,37.6101,IABP 置入 术,3
双侧椎体成形术,经皮椎骨成形术,81.6500,双侧 椎体 成形术,3
人工股骨头置换,人工股骨头置换术,81.5201,人工 股骨头 置换,3
左肾癌根治,单侧肾切除术,55.5101,左 肾癌 根治,3
经皮腹腔穿刺术,腹腔穿刺术,54.9105,经皮 腹腔 穿刺术,3
尿道冷刀切开术,尿道切开术,58.0x00,尿道 冷刀 切开术,3
右膝关节松解术,膝关节松解术,80.4601,右 膝关节 松解术,3
腹腔镜阑尾切除术,腹腔镜下阑尾切除术,47.0100,腹腔镜 阑尾 切除术,3
距下关节融合术,距下关节关节制动术,81.1800,距下 关节 融合术,3
左拇指再造术,拇指再附着,84.2100,左 拇指 再造术,3
膀胱碎石取石术,经尿道膀胱清除术,57.0x00,膀胱 碎石 取石术,3
椎体部分切除术,椎骨部分切除术,77.8905,椎体 部分 切除术,3
右侧甲状腺切除,单侧甲状腺叶切除术,06.2x00,右侧 甲状腺 切除,3
脑干肿瘤切除术,脑干病损切除术,01.5920,脑干 肿瘤 切除术,3
冠状动脉支架术,去除冠状动脉梗阻和支架置入,36.0,冠状动脉 支架 术,3
胸椎椎体成形术,经皮椎骨成形术,81.6500,胸椎 椎体 成形术,3
膀胱部分切除术,部分膀胱切除术,57.6x00,膀胱 部分 切除术,3
侧脑室钻孔引流术,脑室钻孔引流术,01.3901,侧脑室 钻孔 引流术,3
阴茎部分切除,阴茎部分切除术,64.3x01,阴茎 部分 切除,3
颈动脉栓塞术,头和颈部血管内修补或闭合,39.7200,颈动脉 栓塞 术,3
脑脊液鼻瘘修补术,脑脊液鼻漏修补术,02.1204,脑脊液 鼻瘘 修补术,3
阻生牙拔除术,阻生牙拔除术,23.1902,阻生牙 拔除 术,3
会阴裂伤修补术,会阴裂伤缝合术,71.7102,会阴 裂伤 修补术,3
人工全膝置换术,全部膝关节置换,81.5400,人工 全膝 置换术,3
双侧腕管松解术,腕管松解术,04.4300,双侧 腕管 松解术,3
垂直部分喉切除术,垂直喉部分切除术,30.2909,垂直 部分 喉 切除术,4
左肾PCNL术,经皮肾镜碎石术（PCNL）,55.0402,左 肾 PCNL 术,4
左侧甲状旁腺病损切除术,甲状旁腺病损切除术,06.8903,左侧 甲状旁腺 病损 切除术,4
交感神经注射破坏剂,神经破坏药交感神经注射,05.3200,交感神经 注射 破坏 剂,4
胸腔镜右肺大疱切除术,胸腔镜下肺大疱切除术,32.2002,胸腔镜 右肺 大疱 切除术,4
左甲状腺腺叶切除,单侧甲状腺叶切除术,06.2x00,左 甲状腺 腺叶 切除,4
会阴裂伤缝合术,会阴裂伤缝合术,71.7102,会阴 裂伤 缝合 术,4
左侧听神经病变切除术,听神经病损切除术,04.0711,左侧 听神经 病变 切除术,4
右叶甲状腺及峡部切除术,单侧甲状腺切除伴甲状腺峡部切除术,06.2x02,右叶 甲状腺 及峡部 切除术,4
开腹子宫肌瘤核出术,子宫肌瘤切除术,68.2901,开腹 子宫 肌瘤 核出术,4
左侧甲状腺及峡部切除,单侧甲状腺切除伴甲状腺峡部切除术,06.2x02,左侧 甲状腺 及峡部 切除,4
右侧单侧甲状腺切除术,单侧甲状腺叶切除术,06.2x00,右侧 单侧 甲状腺 切除术,4
全麻下甲状腺全切术,甲状腺全部切除术,06.4x00,全麻 下 甲状腺 全切术,4
膀胱镜下拔DJ管术,膀胱镜D-J管取出术,97.6402,膀胱 镜下拔 DJ 管术,4
经皮椎体成型术,经皮椎骨成形术,81.6500,经皮 椎体 成型 术,4
甲状舌骨囊肿切除术,甲状舌管病损切除术,06.7x01,甲状 舌骨 囊肿 切除术,4
内镜逆行胰胆管造影术,内镜逆行胰胆管造影[ERCP],51.1000,内镜 逆行 胰胆管 造影术,4
经会阴肛门成形术,经会阴肛门成形术,49.7905,经 会阴 肛门 成形术,4
经枕脑病损切除术,经枕脑病损切除术,01.5917,经枕 脑病 损 切除术,4
左侧腮腺病损切除术,腮腺病损切除术,26.2901,左侧 腮腺 病损 切除术,4
隐匿性阴茎延长术,阴茎延长术,64.4902,隐匿性 阴茎 延长 术,4
右眼上睑肿物切除术,去除眼睑病损,08.2000,右眼 上睑 肿物 切除术,4
左眼激光虹膜切除术,虹膜激光切除术,12.1402,左眼 激光 虹膜 切除术,4
右侧尺神经松解术,尺神经松解术,04.4908,右侧 尺 神经 松解术,4
骨盆穿刺活检术,骨盆活组织检查,77.4901,骨盆 穿刺 活检 术,4
藏毛窦切除,藏毛窦切除术,86.2102,藏 毛 窦 切除,4
双侧声带肿物切除术,声带病损切除术,30.0901,双侧 声带 肿物 切除术,4
心包穿刺置管术,心包穿刺术,37.0x00,心包 穿刺 置 管术,4
左侧甲状旁腺囊肿切除术,甲状旁腺病损切除术,06.8903,左侧 甲状旁腺 囊肿 切除术,4
经皮心内电生理检查,侵入性电生理测定导管术,37.2600,经皮心 内电 生理 检查,4
人工永久心脏起搏器植入术,首次或置换永久起搏器置入,37.8000,人工 永久 心脏起搏器 植入术,4
左侧颅骨骨瓣修补术,颅骨瓣形成,02.0300,左侧 颅骨 骨瓣 修补术,4
左上肺叶切除,肺叶切除术,32.4902,左 上 肺叶 切除,4
左肺上叶肿物切除术,肺病损切除术,32.2901,左肺 上叶 肿物 切除术,4
右腮腺全切除术,腮腺切除术,26.3201,右 腮腺 全 切除术,4
颅内多发脑膜瘤切除术,脑膜病损切除术,01.5106,颅内 多发 脑膜瘤 切除术,4
股骨活组织检查,股骨活组织检查,77.4500,股骨 活 组织 检查,4
经左胸纵隔肿物切除术,纵隔病损切除术,34.3x02,经左胸 纵隔 肿物 切除术,4
右距下关节融合术,距下关节关节制动术,81.1800,右距 下 关节 融合术,4
双侧尺神经松解术,尺神经松解术,04.4908,双侧 尺 神经 松解术,4
右侧腮腺病损切除术,腮腺病损切除术,26.2901,右侧 腮腺 病损 切除术,4
左乳癌保乳根治术,单侧保乳乳腺改良根治术,85.4302,左 乳癌 保乳 根治术,4
左足三关节融合术,三关节固定术,81.1200,左足 三 关节 融合术,4
左单侧甲状腺切除术,单侧甲状腺叶切除术,06.2x00,左 单侧 甲状腺 切除术,4
狭窄性腱鞘炎切开术,腱鞘松解术,83.0102,狭窄 性 腱鞘炎 切开术,4
右肾上腺肿瘤切除,肾上腺病损切除术,07.2100,右 肾上腺 肿瘤 切除,4
右侧耳后扩张器植入术,耳后扩张器植入术,86.9304,右侧 耳后 扩张器 植入术,4
切开取内固定物术,骨置入装置去除,78.6000,切开 取内 固定物 术,4
左侧肾盂成型术,肾盂成形术,55.8701,左侧 肾盂 成型 术,4
开颅鞍区肿瘤切除术,鞍区病损切除术,01.5902,开颅 鞍区 肿瘤 切除术,4
肋间神经射频消融术,肋间神经射频消融术,04.2x11,肋间 神经 射频 消融术,4
三脑室造瘘术,第三脑室造口术,02.2203,三 脑室 造 瘘术,4
全膝关节置换术LINK,全部膝关节置换,81.5400,全 膝关节 置换术 LINK,4
左上颌骨部分切除术,上颌骨部分切除术,76.3902,左 上颌骨 部分 切除术,4
右侧胸腔置管引流术,胸腔闭式引流术,34.0401,右侧 胸腔 置管 引流术,4
左膝关节镜检术,关节镜膝关节检查,80.2600,左 膝关节 镜检 术,4
大脑镰旁脑膜瘤切除术,脑膜病损切除术,01.5106,大脑 镰旁 脑膜瘤 切除术,4
左乳中央象限切除术,乳房象限切除术,85.2200,左乳 中央 象限 切除术,4
右侧岩尖脑膜瘤切除术,脑膜病损切除术,01.5106,右侧 岩尖 脑膜瘤 切除术,4
左侧甲状腺腺瘤切除术,甲状腺病损切除术,06.3100,左侧 甲状腺 腺瘤 切除术,4
门静脉支架置放术,门静脉支架置入术,39.9003,门静脉 支架 置放 术,4
左手示指清创再植术,手指断指再植术,84.2201,左手 示指 清创 再植术,4
左侧肾上腺肿瘤切除术,肾上腺病损切除术,07.2100,左侧 肾上腺 肿瘤 切除术,4
胸骨钢丝拔除术,胸骨内固定装置去除术,78.6107,胸骨 钢丝 拔除 术,4
左侧肾上腺肿物切除术,肾上腺病损切除术,07.2100,左侧 肾上腺 肿物 切除术,4
腹腔镜右肾MT根治术,单侧肾切除术,55.5101,腹腔镜 右肾 MT 根治术,4
尺神经前移术,尺神经移位术,04.6x10,尺 神经 前移 术,4
输尿管支架管取除术,去除输尿管造口导管和输尿管导管,97.6200,输尿管 支架 管取 除术,4
右拇指腱鞘切开术,手部肌、腱、筋膜和粘液囊切开术,82.0,右 拇指 腱鞘 切开术,4
宫颈冷刀锥切术,子宫颈锥形切除术,67.2x00,宫颈 冷刀 锥 切术,4
去骨瓣减压术,颅骨去骨瓣减压术,01.2413,去 骨瓣 减压 术,4
左侧声带肿物切除术,声带病损切除术,30.0901,左侧 声带 肿物 切除术,4
复发性肩关节脱位修补术,复发性肩脱位的修补术,81.8200,复发性 肩关节 脱位 修补术,4
阴道壁肿物切除术,阴道病损切除术,70.3301,阴道 壁 肿物 切除术,4
骨肿瘤切开活检术,骨活组织检查,77.4000,骨肿瘤 切开 活检 术,4
人工肱骨头置换术,人工肱骨头置换术,81.8101,人工 肱骨 头 置换术,4
手助腹腔镜右肾根治术,腹腔镜下单侧肾切除术,55.5103,手助 腹腔镜 右肾 根治术,4
小脑蚓部病损切除术,小脑蚓部病损切除术,01.5924,小脑 蚓 部病损 切除术,4
右睾丸根治性切除术,单侧睾丸切除术,62.3x00,右 睾丸 根治性 切除术,4
左肾根治性切除,单侧肾切除术,55.5101,左 肾 根治性 切除,4
胸腔镜纵隔囊肿切除术,胸腔镜下纵隔病损切除术,34.3x04,胸腔镜 纵隔 囊肿 切除术,4
双小腿截肢术,小腿截断术,84.1501,双 小腿 截肢 术,4
膝关节镜下探查术,关节镜膝关节检查,80.2600,膝关节 镜下 探查 术,4
下腔静脉球囊成形术,腔静脉球囊血管成形术,39.5012,下腔 静脉 球囊 成形术,4
左肺下叶楔形切除术,肺楔形切除术,32.2904,左肺 下叶 楔形 切除术,4
右眼前房穿刺术,前房穿刺术,12.9101,右 眼前 房 穿刺术,4
永久双腔心脏起搏器植入术,双腔永久起搏器置入术,37.8301,永久 双腔 心脏起搏器 植入术,4
脊柱后凸成形术,经皮椎体增强,81.6600,脊柱 后 凸 成形术,4
包皮环切器包皮环切术,包皮环切术,64.0x00,包皮 环切器 包皮 环切术,4
单侧乳房根治性切除术,单侧根治性乳房切除术,85.4500,单侧 乳房 根治性 切除术,4
双侧跟腱延长术,肌腱延长术,83.8502,双侧 跟腱 延长 术,4
双膝关节镜检查术,关节镜膝关节检查,80.2600,双 膝关节 镜检查 术,4
左侧肾上腺腺瘤切除术,肾上腺病损切除术,07.2100,左侧 肾上腺 腺瘤 切除术,4
左侧正中神经松解术,正中神经松解术,04.4907,左侧 正中 神经 松解术,4
右侧输尿管支架置换术,输尿管支架置换术,59.9901,右侧 输尿管 支架 置换术,4
左声带息肉摘除术,声带病损切除术,30.0901,左 声带 息肉 摘除术,4
右侧颈动脉体瘤切除术,颈动脉体瘤切除术,39.8901,右侧 颈动脉 体瘤 切除术,4
前纵隔肿瘤切除术,纵隔病损切除术,34.3x02,前 纵隔 肿瘤 切除术,4
双腔永久心脏起搏器植入术,双腔永久起搏器置入术,37.8301,双腔 永久 心脏起搏器 植入术,4
右眼硅油取出术,玻璃体硅油取出术,14.6x02,右眼 硅油 取出 术,4
下腔静脉滤网植入术,下腔静脉滤器置入术,38.7x04,下腔 静脉 滤网 植入术,4
腹主动脉瘤支架植入术,腹主动脉支架置入术,39.7101,腹 主动脉瘤 支架 植入术,4
双眼外直肌徙后术,两条或两条以上眼外肌的后徙术,15.3x01,双眼 外直 肌徙 后术,4
左顶骨骨瘤切除术,颅骨病损的切除术,01.6x00,左 顶骨 骨瘤 切除术,4
双侧暂时性气管切开术,暂时性气管造口术,31.1x00,双侧 暂时性 气管 切开术,4
右髌骨拆内固定术,髌骨内固定装置去除术,78.6601,右 髌骨 拆内 固定术,4
左侧萎缩睾丸切除术,单侧睾丸切除术,62.3x00,左侧 萎缩 睾丸 切除术,4
胫骨内固定装置去除,胫骨内固定装置去除术,78.6701,胫骨 内 固定装置 去除,4
胸椎骨折椎体成形术,经皮椎骨成形术,81.6500,胸椎 骨折 椎体 成形术,4
左侧面神经减压术,面神经减压术,04.4203,左侧 面神经 减压 术,4
脑室穿刺外引流术,脑池穿刺,01.0100,脑室 穿刺 外 引流术,4
鼻前庭囊肿切除术,鼻内病损切除术,21.3103,鼻 前庭 囊肿 切除术,4
双扁桃体剥离术,扁桃体切除术不伴腺样增殖体切除术,28.2x00,双 扁桃体 剥离 术,4
直肠阴道瘘修补术,直肠阴道瘘修补术,70.7300,直肠 阴道 瘘 修补术,4
膝前十字韧带重建术,膝关节前交叉韧带重建术,81.4501,膝前 十字 韧带 重建术,4
右侧甲状腺腺叶切除术,单侧甲状腺叶切除术,06.2x00,右侧 甲状腺 腺叶 切除术,4
右尺神经前置术,尺神经移位术,04.6x10,右尺 神经 前置 术,4
右颞叶胶质瘤切除术,颞叶病损切除术,01.5913,右 颞叶 胶质瘤 切除术,4
右侧纵隔肿瘤切除术,纵隔病损切除术,34.3x02,右侧 纵隔 肿瘤 切除术,4
阴茎下弯矫形术,阴茎矫直术,64.4901,阴茎 下 弯 矫形术,4
右额颅骨骨瘤切除术,颅骨病损的切除术,01.6x00,右额 颅骨 骨瘤 切除术,4
肝肿瘤射频消融,肝病损射频消融术,50.2302,肝 肿瘤 射频 消融,4
胸腔镜左肺肿物切除术,胸腔镜下肺病损切除术,32.2003,胸腔镜 左肺 肿物 切除术,4
宫腔镜检查+诊刮术,宫腔镜诊断性刮宫术,69.0902,宫腔镜 检查 + 诊刮术,4
右侧面神经减压术,面神经减压术,04.4203,右侧 面神经 减压 术,4
左肾切开取石术,肾切开取石术,55.0102,左 肾 切开 取石术,4
大脑开颅脑膜瘤切除术,脑膜病损切除术,01.5106,大脑 开颅 脑膜瘤 切除术,4
右肾盂切开取石术,肾盂切开取石术,55.1101,右 肾盂 切开 取石术,4
狭窄性腱鞘炎松解术,腱鞘松解术,83.0102,狭窄 性 腱鞘炎 松解术,4
全椎板切除减压术,椎板切除减压术,03.0912,全椎板 切除 减压 术,4
子宫-输卵管造影,子宫-输卵管充气造影,87.8201,子宫 - 输卵管 造影,4
右甲状腺全切除,单侧甲状腺叶切除术,06.2x00,右 甲状腺 全 切除,4
双手拇指多指切除术,上肢截断术,84.0000,双手 拇指 多指 切除术,4
右下肺叶切除术,肺叶切除术,32.4902,右 下 肺叶 切除术,4
颅底肿瘤切除术。,颅底病损切除术,01.5918,颅底 肿瘤 切除术 。,4
3D腹腔镜Dixon术,腹腔镜下直肠前切除术,48.6302,3D 腹腔镜 Dixon 术,4
右下叶肺切除术,肺叶切除术,32.4902,右 下叶 肺 切除术,4
双侧乳头内陷矫正术,乳头成形术,85.8701,双侧 乳头 内陷 矫正术,4
经导管主动脉瓣置换术,经导管主动脉瓣置换术,35.0502,经 导管 主动脉瓣 置换术,4
左侧甲状腺大部切除术,甲状腺大部切除术,06.3901,左侧 甲状腺 大部 切除术,4
胸腔镜下胸膜活检,胸腔镜胸膜活组织检查,34.2000,胸腔镜 下 胸膜 活检,4
右膝关节粘连松解术,膝关节松解术,80.4601,右 膝关节 粘连 松解术,4
双侧肾上腺肿瘤切除术,肾上腺病损切除术,07.2100,双侧 肾上腺 肿瘤 切除术,4
三叉神经微血管减压术,三叉神经微血管减压术,04.4101,三叉神经 微血管 减压 术,4
前上纵隔肿物切除术,纵隔病损切除术,34.3x02,前上 纵隔 肿物 切除术,4
移植肾探查术,肾探查术,55.0101,移植 肾 探查 术,4
髂静脉支架植入术,周围（非冠状的）血管非药物洗脱支架置入,39.9000,髂 静脉 支架 植入术,4
右侧声带息肉摘除术,声带病损切除术,30.0901,右侧 声带 息肉 摘除术,4
右侧扁桃体肿物切除术,扁桃体病损切除术,28.9201,右侧 扁桃体 肿物 切除术,4
鞍结节脑膜瘤切除术,脑膜病损切除术,01.5106,鞍 结节 脑膜瘤 切除术,4
右胸壁肿块切除术,胸壁病损切除术,34.4x01,右 胸壁 肿块 切除术,4
微创经皮椎体成形术,经皮椎骨成形术,81.6500,微创 经皮 椎体 成形术,4
锁骨钢板内固定术,锁骨内固定术,78.5102,锁骨 钢板 内 固定术,4
左大腿截断术,大腿截断术,84.1701,左 大腿 截断 术,4
颅骨钻孔冲洗引流术,颅骨钻孔引流术,01.2409,颅骨 钻孔 冲洗 引流术,4
3D腹腔镜胆囊切除术,腹腔镜下胆囊切除术,51.2300,3D 腹腔镜 胆囊 切除术,4
子宫肌瘤剔除术,子宫肌瘤切除术,68.2901,子宫 肌瘤 剔除 术,4
右乳钙化灶切除术,乳房病损局部切除术,85.2100,右乳 钙化 灶 切除术,4
右膝关节表面置换,全部膝关节置换,81.5400,右 膝关节 表面 置换,4
经腹左肾癌根治,单侧肾切除术,55.5101,经腹 左 肾癌 根治,4
右膝关节切开松解术,膝关节松解术,80.4601,右 膝关节 切开 松解术,4
左膝关节肿物切除术,膝关节病损切除术,80.8601,左 膝关节 肿物 切除术,4
